Text,Title,Image,Field,anchornav_URL,anchornav
,The Chilean Institute of Workplace Safety,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-del-instituto-de-seguridad-laboral-logo.jpg,Government agency migrates to a VMware hybrid cloud platform to modernize the processing of claims for its beneficiaries.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/government-entity-achieves-operating-efficiency-with-vmware-solutions,LEARN MORE 
,Nantes University Hospital Center,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-chu-nantes-logo.jpg,"VMware vSAN, NSX Data Center and vRealize Suite enable a hospital to modernize the data center and keep data and applications secure.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-solution-transform-it-infrastructure-for-hospital,LEARN MORE 
,ZIM Integrated Shipping Services,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-stars-blue-transparent-logo.png,VMware Tanzu Labs’ agile development methodology and VMware Tanzu Application Service used to rapidly develop products and improve decision-making.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/global-shipper-enhances-performance-with-modern-app-development,LEARN MORE 
,Rogers Communications,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-rogers-communications-logo.jpg,"A Canadian communications service provider unified their network and IT environments with VMware Telco Cloud, allowing for a 5G enabled future.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/5g-ready-with-vmware-telco-cloud,LEARN MORE 
,IHS Markit,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ihsmarkit-logo.png,Scalability and efficiency of VMware Cloud™ on AWS and VMware vRealize® Automation Cloud™ help a global information services powerhouse propel growth.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/information-firm-accelerates-insights-with-hybrid-cloud-solutions,LEARN MORE 
,Clal Insurance,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-clal-logo.jpg,"Upgraded VMware Horizon and VDI installation in employee homes to enable work-from-home strategy, while ensuring great user experiences and security.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-horizon-enables-business-continuity-covid-19-and-beyond,LEARN MORE 
,Agesic,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-agesic-logo.png,"Government institution transforms the manual method in which citizens interact with the State, ensuring that all procedures can be done digitally.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-provides-better-digital-experience-for-citizens-in-uruguay,LEARN MORE 
,Lumen,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-lumen-logo.png,Delivering the right technology from cloud to network to application by using insights to adapt to market changes and business goals.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-cloud-expertise-enables-technology-company,LEARN MORE 
,Sterlite Technologies Limited,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-sterlite4-logo.jpg,Network solutions firm unites with VMware and partner Esconet Technologies to build next-gen software-defined 5G access solutions for the Telcos.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/network-solutions-firm-uses-vmware-to-roll-out-5g-solutions-for-telcos,LEARN MORE 
,Chitale Dairy,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-chitale-dairy-logo.jpg,"VMware and Sunfire Technologies power the core operations, improve business outcomes of leading Indian dairy using a solution with vSAN, NSX and more.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/using-vmware-technology-for-a-birds-eye-view-of-the-it-infrastructure,LEARN MORE 
,RailTel Corporation of India Ltd.,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-railtel-logo.jpg,"VMware and partner SISL Infotech help a neutral telecom infrastructure provider deploy a hyper-converged cloud-ready data center, using vSAN and NSX.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-infrastructure-provider-uses-vmware-solutions-to-modernize-data-center,LEARN MORE 
,Ministry of Foreign Affairs,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-mirex-logo.png,VMware vSAN and Dell Technologies allowed this institution to speed up and modernize their services for the Dominican community abroad.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-government-entity-modernizes-its-services-for-their-community-abroad-en,LEARN MORE 
,Angel MedFlight,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-angel-medflight-logo.jpg,"With VMware Workspace ONE, air ambulance provider improves digital employee experience while enabling modern management of endpoints by IT staff.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-air-ambulance-service-delivers-digital-workspaces,LEARN MORE 
,National Stock Exchange of India Ltd.,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-nse-2-page-2-03.jpg,VMware and partner Dimension Data enable electronic stock exchange to build hybrid cloud infrastructure with VMware Cloud™ on AWS and vCloud™ Suite.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/electronic-stock-exchange-uses-vmware-solutions-to-deploy-hybrid-cloud,LEARN MORE 
,Amoun Pharmaceutical Company,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-amoun-pharmaceutical-logo.png,"Pharmaceutical company migrates disaster recovery center with VMware Horizon, vSphere, and a cloud solution enabled by VMware partner Microsoft Azure.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-disaster-recovery-center-migration-improves-security-and-flexibility-en,LEARN MORE 
,Make-A-Wish Foundation,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-make-a-wish-logo.jpg,Cloud solutions through VMware partner PhoenixNAP helped the organization focus on granting sick kids’ wishes.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Granting_Sick_Kids_Wishes_from_the_Cloud_en_8574,LEARN MORE 
,Carina,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-carina-logo-350x157.png,VMware Tanzu Labs enabled the project team to launch the first iteration of the child care matching app in just 11 days.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/from-project-launch-to-app-launch-in-just-11-days,LEARN MORE 
,888 Holdings,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-888-holding-logo.jpg,"Global gaming entertainment and solutions provider creates a secure, resilient environment with flexibility for growth using VMware Cloud™ on AWS.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/driving-global-growth-with-platform-built-for-digital-innovation,LEARN MORE 
,Insurance Information and Monitoring Center,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-sigorta.png,"VMware Cloud Foundation and VMware partner Data Market allow professionals to manage data flexibly and securely, with more time for value-added tasks.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/manage-insurance-data-safely-and-flexibly-with-vmware-cloud-foundation,LEARN MORE 
,West Windsor-Plainsboro Regional School District,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-ww-p-logo.png,"VMware Cloud™ on AWS, VMware vSphere, VMware HCX, and VMware Horizon enable a seamless transition to remote instruction for an entire school district.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/school-district-keeps-learning-moving-with-vmware-cloud-on-aws,LEARN MORE 
,Northeast Georgia Health System,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-northeast-georgia-health-system-logo.jpg,The hospital quickly solved a critical connectivity issue for medical equipment with VMware Edge Network Intelligence (formerly Nyansa Voyance).,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmw-getting-critical-hospital-equipment-back-online,LEARN MORE 
,Pimpri Chinchwad College of Engineering,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/pimpri-chinchwad-college-of-engineering-logo.jpg,"VMware vSphere, vSAN and Horizon provide IT infrastructure to a leading engineering and management college to prepare students for the Future of Work.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-technology-enables-secure-it-access-for-students-and-employees,LEARN MORE 
,NongHyup Bank,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-customer-logo-nonghyup-bank-english.png,See how one of the top financial institutes from South Korea modernizes the data center and enhances digital customer experience.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmw-bank-accelerates-data-center-modernization,LEARN MORE 
,United States Senate Federal Credit Union,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-ussfcu-logo.jpg,Credit Union reduces data center costs by 70% while creating a more intrinsically secure environment including VMware Carbon Black and VMware NSX.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-financial-services-fortified-by-intrinsic-security,LEARN MORE 
,Evalueserve,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-evalueserve-logo.jpg,VMware helps a leading research firm achieve operational efficiency with robust data security and agility by leveraging vSphere and vCloud Suite.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-enhances-data-security-for-remote-desktop-delivery,LEARN MORE 
,IndusInd Bank,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-indusInd-bank-logo.jpg,"VMware solutions enable digital transformation for a bank, enabling it to offer better services to customers.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/a-hybrid-cloud-solution-for-a-flexible-scalable-it-infrastructure,LEARN MORE 
,JM Financial Asset Management Limited,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-jm-finacial-logo.jpg,"VMware helps India's leading financial firm achieve more productivity, enhanced security, scalability, remote user access, and disaster recovery.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/accelerating-business-growth-with-vmware-technology,LEARN MORE 
,Alembic Pharmaceuticals Ltd,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-alembic-logo.jpg,Leveraging VMware Cloud Foundation to build a hyper-converged IT infrastructure supporting hybrid cloud that delivers best-in-class performance,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-robust-hybrid-cloud-foundation-for-manufacturers-new-data-center,LEARN MORE 
,HTL-STREFA S.A.,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-htl-strefa-logo.jpg,MedTech company boosts the performance and security of its business-critical systems with VMware Cloud Infrastructure.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-cloud-infrastructure-improves-healthy-business-operations,LEARN MORE 
,SAIC,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/company/vmw-saic-logo.jpg,SAIC decided to refresh its own infrastructure using VMware vCloud Suite to support a hybrid cloud model.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-helping-government-modernize-it-secure-hybrid-cloud,LEARN MORE 
,Discovery,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/logo-discovery.jpg,South Africa-based insurance and financial services company adopts CloudHealth by VMware to manage its multiple cloud environments more efficiently.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-discovery-holdings,LEARN MORE 
,EyeCare Partners,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/eyecare-partners-logo.jpg,"When growth doubled, these eye care specialists supported sites faster with VMware SD-WAN™ by VeloCloud® and VMware partner Meriplex.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-supporting-branch-site-deployments-with-sd-wan,LEARN MORE 
,U.S. Finance and Insurance Company,,SD-WAN and partner QOS Networks keep customer service representatives for this finance and insurance company working productively at home.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/ready-to-serve-the-community-using-sd-wan,LEARN MORE 
,EMPLOYERS,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-employers-logo.png,Insurance Firm Re-invents Itself as a Data Analytics Company with VMware Hybrid Cloud Solutions.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmw-all-in-on-migrating-to-the-cloud,LEARN MORE 
,MD Anderson Cancer Center,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-md-anderson-logo.jpg,"VMware SD-WAN helped radiologists be more productive, and staff better connected, during the sudden shift to working from home.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-keeping-critical-patients-safe-and-treated-using-sd-wan,LEARN MORE 
,Larry H. Miller Dealerships,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-lhm-logo.png,This top automotive retailer got the seamless communication they needed with VMware SD-WAN and partner Lightstream.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmware-supercharging-network-infrastructure-with-sd-wan,LEARN MORE 
,MAMPU,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-mampu-logo.png,VMware vCloud Suite Standard modernizes digital service and reinforces network security for government agency,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/driving-malaysias-government-digital-transformation-program,LEARN MORE 
,SoCura GmbH,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-logo-socura-print.jpg,"Thanks to VMware the IT service provider enables secure mobile working for welfare, church and healthcare based on a zero trust concept.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmw-new-work-digital-workplaces-according-to-the-zero-trust-concept,LEARN MORE 
,Basler Verkehrs-Betriebe,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-bvb-logo.jpg,"Thanks to VMware, public transport employees in Basle work more efficiently due to digital workplaces and mobile devices.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmw-local-public-transport-basle-digital-workplaces,LEARN MORE 
,KDDI CORPORATION,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/company/customers/vmware-kddi-corporatelogo.png,Hybrid cloud environment fast tracks development and provision of innovative modern services relevant to telecommunication users in 5G world.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/kddi-en,LEARN MORE 
,"George Sink, P.A. Injury Lawyers",https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-george-sink-logo.jpg,"A growing law firm brings its infrastructure into the cloud for greater agility, scalability and enhanced disaster recovery.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Law_Firm_Supports_Growth_and_Security_with_VMware_Cloud_on_AWS_en_2964536580000,LEARN MORE 
,Sentara Healthcare,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-sentara-healthcare-logo.png,"New infrastructure saves millions of dollars, protects data for regulatory compliance and supports 12,500 concurrent Epic EMR users on VMware Horizon.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/HCI_Prevents_Outages_and_Saves_the_Organization_Millions_en_40354044400000,LEARN MORE 
,New City Commercial Corporation (NCCC) Group,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-nccc-logo.png,"To improve network connectivity without increasing its operating expenses, the retail group turned to VMware SD-WAN™ by VeloCloud®.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmw-retail-giant-simplifies-networks-to-keep-stores-always-connected,LEARN MORE 
,Qatar Computing Research Institution (QCRI),https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-qatar.logo.png,Non-profit organization gains flexibility to aid computer research and promote knowledge economy.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/vmw_flexibility_aid_computer_research_promote_knowledge,LEARN MORE 
,Central Coast Adventist School,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-central-coast-adventist-school-logo.jpg,"Customer wanted a scalable, reliable platform to support its virtual infrastructure, so moved to a hyper-converged infrastructure through vSAN.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/school-upgrades-capabilities-value-through-seamless-vsan-execution-en,LEARN MORE 
,VEKA,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-veka-logo.png,"VMware Workspace ONE allows global manufacturing company consistency with device security, while allowing staff access to productivity applications.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Improved_user_experience_greater_device_management_en,LEARN MORE 
,Börse Stuttgart,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-borse-stuttgart-logo.png,"German stock exchange boosts operational efficiency with VMware vRealize Operations Cloud, saving 10 hours per month on upgrades and troubleshooting.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Boosting_Operational_Efficiency_Hybrid_Cloud_Operations_en,LEARN MORE 
,Homes.com,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-homes-com-logo.jpg,Online real estate business reduced OpEx by 20% while improving platform reliability and scaling up with VMware cloud infrastructure.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Better_Connecting_Home_Buyers_Sellers_with_Cloud_Infrastructure_en,LEARN MORE 
,Prodigo Solutions,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-prodigo-logo.png,Startup improves agility and optimizes efficiency of healthcare supply chain operations with VMware cloud infrastructure.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/boosting-healthcare-efficiencies-with-vmware-cloud-infrastructure,LEARN MORE 
,Pine Rest Christian Mental Health Services,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-pine-rest-logo.png,Health services provider deploys Epic EMR system in 8 months with VMware-based cloud infrastructure to improve coordination of care across facilities.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Health_Services_Provider_Opens_Doors_with_VMware_Cloud_Infrastructure,LEARN MORE 
,Osceola County Sheriff’s Office,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-osceola-county-sheriff-logo.png,Sheriff’s office improves deputies’ access to information while protecting law enforcement data with intrinsic security.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Law_Enforcement_Agency_Enhances_Responsiveness_and_Public_Safety_en,LEARN MORE 
,TravelTab,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-traveltab-logo.png,"Embracing more secure, modern management of 40,000 mobile devices to enhance the traveler experience while boosting operational efficiencies",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Transforming_Traveler_Experience_with_Enhanced_Mobile_Services_en,LEARN MORE 
,Harel Insurance & Finance,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/company/vmware-harel-case-study-logo.jpg,"VMware Enterprise PKS has reduced development costs, improved development times, and cut time to market for new services for Israel insurance firm.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Creating_dynamic_environment_for_developers_to_build_competitive_edge_en_38978743440000,LEARN MORE 
,Casamia Furniture,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-casamia-logo.png,Leading furniture retailer modernizes its data center with hyperconverged infrastructure (HCI) by VMware vSAN to improve costs and business agility.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Furniture_retailer_builds_future_with_hyperconverged_infrastructure_en_7856182080000,LEARN MORE 
,Grupo Universal,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-grupo-universal-logo.jpg,"VMware vSAN virtualized a platform that was integrated with the cloud, meeting the criteria of security, approval and simplification.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/VMwares_SoftwareDefined_Storage_solutions_enhance_data_center_en_6349168700000,LEARN MORE 
,TJCE – Tribunal de Justiça do Estado do Ceará,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-tjce-logo.jpg,"TJCE, the judiciary power of Ceará, adopted VMware solution to modernize its IT infrastructure and increase data storage and processing capacity",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/TJCE_modernize_IT_infrastructure_with_VMware_solution_en_4217929720000,LEARN MORE 
,Città metropolitana di Roma Capitale,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-citta-metropolitana-logo.jpg,VMware Horizon 7 supports smart working policy for Italian public sector organization that enables staff to work from home.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Digital_transformation_through_a_smart_working_environment_en_24263164800000,LEARN MORE 
,Swisscom,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/swisscom-logo.png,"The Enterprise Service Cloud platform helps them and their customers bring new services to market faster, with security, efficiency and reliability.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2017/Swisscoms_Enterprise_Service_Cloud_Fuels_Business_Innovation_en_2442,LEARN MORE 
,Colin Biggers & Paisley,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-cbp-logo.jpg,"vSAN HCI built a digital foundation, enabling a consistent architecture and operations to shift to a multi-cloud environment with ease in the future.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Law_firm_take_strides_in_digital_transformation_with_VMware_vSAN_en_33919870780000,LEARN MORE 
,Pennsylvania Lumbermens Mutual Insurance Company,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-pennsylvania-lumbermens-logo.jpg,Insurance carrier sees nearly 20% cost savings with Disaster Recovery as a Service (DRaaS) leveraging VMware Cloud™ on AWS.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Insurance_Carrier_Stays_Lean_with_Disaster_Recovery_in_the_Cloud_en_3298958410000,LEARN MORE 
,Health New England,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-health-new-england-logo.jpg,A health insurance provider deployed VMware Cloud Foundation to support security and compliance needs while increasing the IT organization’s agility.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Game_Changing_Solution_for_Payer_Business_en_33521579460000,LEARN MORE 
,Consilio,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-consilio-logo.jpg,"Legal services firm uses VMware Workspace ONE and VMware Horizon to connect employees worldwide, reduce costs, and meet regulatory requirements.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Legal_Services_Firm_Uses_Cloud_for_Work_Solutions_for_Global_Clients_en_21759482850000,LEARN MORE 
,Delta Air Lines,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-delta-logo.jpg,Employee first initiatives allows the airline to drive technology to their employees to improve their experience and ability to support the customer.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Delta_puts_employees_first_with_technologydriven_support_en_16972533590000,LEARN MORE 
,Rentokil Initial,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-rentokil-initial-logo.jpg,"VMware vSAN has enabled global service company to consolidate its servers, halving its hosting footprint and creating a dynamic pool of data capacity.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Getting_innovation_to_market_with_a_smarter_leaner_approach_to_IT_en_10051626220000,LEARN MORE 
,Migros Ostschweiz Cooperative,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-migros-logo.jpg,"Thanks to VMware, this Swiss retail market leader managed major challenges to digitization in the retail industry",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Retailer_in_Eastern_Switzerland_goes_digital_with_VMware_en_17418841760000,LEARN MORE 
,Cox Automotive,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-cox-logo.jpg,"VMware solutions are helping transform the automotive industry in how we buy, sell, own and use cars",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Game_Changing_Solution_Transforms_Automotive_Business_en_7694478400000,LEARN MORE 
,VERINT,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-verint-logo.jpg,Software firm uses a self-service portal for developers on a VMware-powered private cloud for faster deployment and 20% cost savings.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Automating_DevOps__QA_environments_to_save_20_on_development_costs_en_19981754180000,LEARN MORE 
,Grant Street Group,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-grant-street-logo.png,"Cloud-based software firm deploys future-proof infrastructure that reduces security risks, protects critical data, and optimizes business agility.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Secure_Modern_Infrastructure_Simplified_SaaS_Solution_Delivery_en_37890040350000,LEARN MORE 
,RWS Moravia,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-rws-moravia-logo.jpg,An international software-localizing company paved the way for automation and cloud wth VMware NSX Data Center.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Increasing_security_while_enabling_infrastructure_automation__en_17153436800000,LEARN MORE 
,Cherkizovo Group,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-cherkizovo-group-casestudy-logo.jpg,Russia’s largest manufacturer of meat products ensures continuity of critical business processes using VMware vSphere and VMware vRealize Operations.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Ensuring_Continuity_of_Critical_Business_Processes_en_20730156150000,LEARN MORE 
,ZENRIN Datacom,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-zenrin-dc-customer-logo.jpg,ZENRIN DataCom builds a strong foundation for hybrid cloud and accelerates its cloud journey with VMware Cloud™ on AWS.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/ZENRIN_DataCom_builds_a_strong_foundation_for_hybrid_cloud_and_accelerates_its_cloud_journey_with_VMware_Cloud_on_AWS_en_14329105180000,LEARN MORE 
,Brisbane Catholic Education,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-brisbane-catholic-education-en-casestudy-logo.jpg,"K-12 education provider transformed learning and teaching across 147 schools using more than 72,000 devices managed by VMware Workspace ONE.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Learning_and_teaching_transformed_for_65000_students_and_teachers_en_33978299870000,LEARN MORE 
,City of Tyler,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-city-of-tyler-logo.jpg,"Municipality on a mission: using technology to serve its community and improve service to citizens, while protecting data security.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Citizens_Reap_Rewards_of_Forward_Thinking_Technology_en_2491332480000,LEARN MORE 
,Städtisches Klinikum Braunschweig GmbH,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-klinikum-braunschweig-logo.jpg,"Hospital consolidates locations and moves to a modular, flexible IT model to increase the quality of care for patients.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/German_hospital_driving_innovation_with_modernized_IT_infrastructure_en_7879183980000,LEARN MORE 
,Nol-Tec Systems,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-nol-tec-lockup-red.png,Specialized engineering firm deploys VMware Cloud Foundation and VMware Workspace ONE for fully automated private cloud and improved productivity.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Infrastructure_Redesign_Improves_Productivity_and_Accessibility_en_35613038350000,LEARN MORE 
,Tallaght University Hospital,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-tuh-logo.jpg,"European hospital uses VMware NSX Data Center to improve security, successfully defending against potential cyberattacks and increasing patient trust.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2020/Combatting_potential_cyberattacks_within_healthcare_en_35541673970000,LEARN MORE 
